#	Question	Question Type	QuestionTypeId	Answer	AnswerType	AnswerTypeId	SecondaryAnswers	QuestionImage
276	What was Lich's name before becoming the Lich?	Text	1	Ethreain	Single answer	1		
277	Which hero cannot sell or drop an Aghanims Scepter after obtaining one?	Text	1	Meepo	Single answer + alt spellings	2	geomancer	
278	Name a non-neutral item that cannot be sold.	Text	1	Aegis of the Immortal, Gem of True Sight, Divine Rapier	Multiple valid answers	3	aegis, gem, rapier, rapira, tango, tango (shared)	
279	"Which professional player called his opponent a ""13 mana boy"" on stream?"	Text	1	Puppey	Single answer	1		
280	Which professional player is known to get cliffed a lot?	Text	1	Arteezy, RTZ	Single answer + alt spellings	2	artour, cliffteezy	
281	Which caster is also known as the Rap God?	Text	1	ODpixel	Single answer + alt spellings	2	od	
282	Which professional player is known to have thrown his headset at a monitor?	Text	1	Puppey	Single answer	1		
283	"Which player said ""MMR is just a number""?"	Text	1	Dendi	Single answer + alt spellings	2	danylo ishutin, danylo	
284	Which hero never wards?	Text	1	Pugna	Single answer	1		
285	Which hero sells mayonnaise?	Text	1	Luna	Single answer	1		
286	What's Tinker's favorite month?	Text	1	March	Single answer	1		
287	Which ability uses the same audio as reporting a player?	Text	1	Culling Blade	Single answer	1		
288	Which hero has the shortest name?	Text	1	Io	Single answer + alt spellings	2	wisp	
289	Which ability can have the most charges?	Text	1	Stone Remnant	Single answer	1		
290	Which hero has the highest damage talent?	Text	1	Techies	Single answer	1		
291	Name a hero that can have free pathing.	Text	1	Broodmother, Clockwerk, Batrider, Night Stalker, Nyx Assassin	Multiple valid answers	3	brood, rattletrap, balanar, nyx	
292	Name an ability that can apply a Break debuff on the target.	Text	1	Doom, Nethertoxin, Nether Strike, Sharpshooter, Demonic Purge	Multiple valid answers	3		
293	Name a global aura.	Text	1	Arcane Aura, Feral Impulse	Multiple valid answers	3	toxicity	
294	What ability does Storm Spirit gain by obtaining an Aghanim's shard?	Text	1	Electric Rave	Single answer	1		
295	How many ways are there to manipulate a hero's model size?	Text	1	5	Single answer + alt spellings	2	five	
296	How many items require a Buckler to assemble?	Text	1	3	Single answer + alt spellings	2	three	
297	Which item was found beneath the Fields of Endless Carnage?	Text	1	Blight Stone	Single answer	1		
298	Which item is a lapis gemstone?	Text	1	Energy Booster	Single answer	1		
299	Which item did the Demon-Smith Abzidian forge?	Text	1	Demon Edge	Single answer	1		
300	Which item corrupts the soul of its user?	Text	1	Robe of the Magi	Single answer + alt spellings	2	satanic	
301	Which item is said to be a tear of Selemene?	Text	1	Moon Shard	Single answer	1		
302	Who was the Lord of Blight?	Text	1	Atos	Single answer	1		
303	Which item is made for torturing political criminals?	Text	1	Desolator	Single answer + alt spellings	2	deso	
304	Which item was constructed to honor Omniscience?	Text	1	Guardian Greaves	Single answer + alt spellings	2	greaves	
305	Which item is haunted by a vampire?	Text	1	Vladmir's Offering	Single answer + alt spellings	2	vladmir, vlad	
306	Which item was originally built to protect against the Year Beast?	Text	1	Crimson Guard	Single answer + alt spellings	2	crimson	
307	Which item was once held by the ancient wyvern riders?	Text	1	Hurricane Pike	Single answer	1		
308	Which item was forged in the nether reaches?	Text	1	Assault Cuirass	Single answer + alt spellings	2	ac, cuirass	
309	Which item was guarded by azure dragons?	Text	1	Eye of Skadi	Single answer + alt spellings	2	skadi	
310	Which item was blessed by the goddess of the hunt?	Text	1	Enchanted Quiver	Single answer	1		
311	Which neutral item is preserving the remains of an universe?	Text	1	Ex Machina	Single answer	1		
312	Which neutral item is a creation of the acolytes of the Wyrmforge?	Text	1	Fallen Sky	Single answer	1		
313	Which item was forged from the metals of a star storm?	Text	1	Meteor Hammer	Single answer	1		
314	What's Icefrogs favorite fruit?	Text	1	Mango	Single answer	1		
315	Which panelist was often thought to be Icefrog?	Text	1	Statsman Bruno	Single answer + alt spellings	2	bruno carlucci, bruno	
316	Complete the sequence: Iron Branch, Circlet, Crown, Diadem, ____.	Text	1	Ultimate Orb	Single answer	1		
317	Complete the sequence: Slippers of Agility, _____, Blade of Alacrity, Eaglesong.	Text	1	Band of Elvenskin	Single answer	1		
318	Complete the sequence: Mantle of Intelligence, Robe of the Magi, _____, Mystic Staff.	Text	1	Staff of Wizardry	Single answer	1		
319	How many charges does Bloodstone lose by dying?	Text	1	3	Single answer + alt spellings	2	three	
320	How many seconds long is the Glyph of Fortification for buildings?	Text	1	7	Single answer + alt spellings	2	seven	
321	"Which TI is known for ""Rat DotA""?"	Text	1	TI3	Single answer + alt spellings	2	3, three, third	
322	Which item has the most expensive recipe?	Text	1	Boots of travel	Single answer + alt spellings	2	tp boots	
323	Which ability has the highest priority to set day or night?	Text	1	Supernova	Single answer	1		
324	Name the status effect Ghost Ship gives to allied heroes.	Text	1	Rum Hangover	Single answer	1		
325	How much extra damage does Dagon deal with each upgrade?	Text	1	100	Single answer + alt spellings	2	one hundred, hundred	
326	Name a hero with an Armor Corruption talent.	Text	1	Visage, Hoodwink, Phantom Assassin	Multiple valid answers	3	pa	
327	"Who said the famous words: ""DROP YOUR STICK! DROP YOUR STICK!..""?"	Text	1	Eternal Envy, EE	Single answer + alt spellings	2		
328	Which spell disables healing and regenerations entirely?	Text	1	Ice Blast	Single answer	1		
329	Which hero lost their moustache and horse in DotA 2?	Text	1	Legion Commander	Single answer + alt spellings	2	lc, tresdin	
330	Which hero makes kebab?	Text	1	Magnus	Single answer	1		
331	Which hero is always being pulled by the moon?	Text	1	Morphling	Single answer	1		
332	Which item has its cooldown increased with each use?	Text	1	Aeon Disk	Single answer	1		
333	Which creep resembles a triceratops?	Text	1	Thunderhide	Single answer	1		
334	Which item gives Prescient aura?	Text	1	Telescope	Single answer	1		
335	What's the active ability of Diffusal Blade called?	Text	1	Inhibit	Single answer	1		
336	Which professional player was known for placing bad Chronospheres?	Text	1	LodA	Single answer	1		
337	Which player was the first to ever play Techies in DotA2?	Text	1	Arteezy	Single answer + alt spellings	2	rtz, artour	
338	Name an item that passively decreases some stat of the holder.	Text	1	Philosopher's Stone	Single answer	1		
339	Name an item needs a Recipe to assemble but can be disassembled?	Text	1	Heaven's Halberd, Ethereal Blade	Multiple valid answers	3	halberd, eblade	
340	Which attack type deals less damage to heroes?	Text	1	Runty	Single answer	1		
341	Which attack type do siege creeps have?	Text	1	Reinforced	Single answer	1		
342	Which item requires the most amount of base items to assemble?	Text	1	Helm of the Overlord	Single answer	1		
343	Which item has an active and cannot be sold	Text	1	Gem of True Sight	Single answer + alt spellings	2	gem	
344	What's the most expensive item you can disassemble?	Text	1	Octarine Core	Single answer	1		
345	Which ability reduces cast range?	Text	1	Enfeeble	Single answer	1		
346	"How many heroes have ""mag"" in their names?"	Text	1	4	Single answer + alt spellings	2	four	
